character	reading	class	reference	encoding	usage
𬄁	sưa				gỗ sưa, hoa sưa
咵	sụa				sặc sụa
𧍇	sứa				con sứa, nộm sứa
𣷱	sữa				sữa đặc, sữa mẹ, sữa tươi, sữa bò
𢯢	sửa				sửa đổi, tu sửa, sắm sửa, sắp sửa, sửa sang
率	suất				lãi suất, hiệu suất, năng suất, suất điện động, suất cơm
畜	súc				gia súc, súc sinh, súc vật
蓄	súc				súc tích
㗜	súc				súc miệng
槒	súc				súc giấy, súc gỗ
劅	súc				súc sắc
搐	sục				sục sạo, sôi sục
飭	sức				sức lực, sức mạnh, mặc sức, sức khoẻ
飾	sức				trang sức
𠶗	sực				sực nhớ, sực nghĩ ra
𫗾	sực				sực nức, thơm sực
𡢽	sui				sui gia
櫑	sui				cây sui
𥹯	sùi				sụt sùi
㵽	sủi				viên sủi, sủi bọt
侺	sum				sum sê, sum họp
侺	sùm				sùm sòa
𨀎	sùm				sùm sụp
嚵	sùm				um sùm
噀	sún				sún răng
𩪞	sụn				xương sụn, sụn lưng
栗	sừn				sừn sựt
充	sung				sung sướng, bổ sung, sung mãn, sung sức
𣑁	sung				cây sung
茺	súng				hoa súng
銃	súng				súng máy
崇	sùng				thạch sùng
搐	sùng				sùng sục
腫	sũng				ủng sũng
𣻢	sũng				ướt sũng, sũng nước
寵	sủng				sủng ái
𨰧	sủng				sủng soảng, loảng soảng
𤷖	sưng				sưng tấy
𠶗	sừng				sừng sực
𧤁	sừng				sừng bò, cắm sừng
𨄉	sững				sững sờ
慡	sửng				sửng sốt
𤂬	suối				sông suối
𤇧	sưởi				lò sưởi, sưởi nắng
棆	suôn				suôn sẻ
𦘹	sườn				xương sườn
腸	sườn				lạp sườn
𣻑	sườn				sườn sượt
㤝	suông				canh suông, hứa suông
𠼾	suồng				suồng sã
霜	sương				giọt sương, hạt sương
孀	sương				sương phụ
暢	sướng				sung sướng
𡒮	sướng				sướng mạ
𪽄	sường				sường sượng
𪽄	sượng				sượng sùng
𣖠	suốt				suốt chỉ, ống suốt vải
𠁸	suốt				thông suốt, suốt đời, suốt đêm
𣻑	sướt				sướt qua
𣻑	sượt				sườn sượt
𣼳	súp				súp đặc, súp cá viên
𨀎	sụp				sụp đổ, sụp xuống
淬	sút				sút cân
泏	sụt				sụt giảm
𠿰	sứt				sứt mẻ
叻	sựt				sậm sựt
栗	sựt				sừn sựt
搜	sưu				sưu tập, sưu tầm
丑	sửu				giờ Sửu, Tân Sửu
衰	suy				suy kiệt, suy nhược, suy vong, suy thoái
推	suy				suy nghĩ, suy diễn, suy luận, suy tưởng, suy ra
吹	suý				cổ suý
帥	suý				cờ suý
舛	suyễn				sai suyễn
喘	suyển				suy suyển
侐	suýt				suýt nữa, suýt xảy ra tai nạn
𠶯	suỵt				suỵt chó ra đuổi, suỵt! khẽ chứ
些	ta				chúng ta, hắn ta, Tết ta
嗟	ta				ta thán
佐	tá				y tá, phò tá, thiếu tá, tá tràng, một tá trứng
借	tá				tá điền, tá dụ, tá hoả
邪	tà				tà ác, tà đạo, tà giáo, tà dâm, tà khí, tà ma
衺	tà				áo tà
斜	tà				chiều tà, tà tà
袏	tã				tã giấy, tã lót
瀉	tã				tầm tã
左	tả				tả hữu, tả khuynh
寫	tả				đặc tả, chính tả, mô tả
瀉	tả				dịch tả
𪭥	tả				tả tơi, lả tả
榭	tạ				thuỷ tạ
擔	tạ				một tạ thóc, cử tạ
藉	tạ				lang tạ
謝	tạ				cảm tạ, tạ ơn, tạ từ
作	tác				tác nghiệp, tác phẩm, tan tác, tuổi tác
𡬷	tấc				một tấc
則	tắc				phép tắc, quy tắc, chính tắc, nguyên tắc, tấm tắc, tắc-xi
塞	tắc				thuyên tắc, bế tắc, tắc nghẽn
稷	tắc				xã tắc
橘	tắc				quả tắc
炸	tạc				tạc đạn, oanh tạc
酢	tạc				thù tạc
鑿	tạc				ghi tạc, tạc tượng
𠷌	tặc				tặc lưỡi
賊	tặc				đạo tặc, hải tặc, tin tặc
剒	tách				chia tách, tách đôi
㳻	tách				lách tách, tí tách
碏	tách				tách trà
災	tai				tai nạn, thiên tai
哉	tai				thiện tai
𦛍	tai				tai tái
𦖻	tai				dái tai, cá tai tượng
再	tái				tái phát, tái hôn, tái sinh, tái bản, tái hiện
𦛍	tái				thịt tái, tê tái, tái mét, tái quá
塞	tái				biên tái
才	tài				tài năng, tài đức, nhân tài
材	tài				tài liệu
栽	tài				tài bồi
財	tài				tài sản, tài chính
舵	tài				tài-xế
裁	tài				trọng tài, tài phán
載	tải				đăng tải, quá tải, vận tải
在	tại				tồn tại, tự tại
三	tam				đệ tam, tam cấp, tam giác, tam quân
𠔭	tám				số tám
糝	tám				gạo tám
暫	tàm				tàm tạm
心	tâm				quyết tâm, lương tâm, tâm hồn, trung tâm
吣	tăm				tiếng tăm, biệt tăm
𣅵	tăm				tăm tối
𠍱	tăm				tăm tắp
籤	tăm				tăm xỉa răng
𥺑	tấm				tấm cám, lấm tấm, nát như tấm
𬌓	tấm				tấm lòng, tấm gương, tấm ván, tấm tắc, tấm tức
尋	tầm				tầm thước, tầm mắt, tầm cỡ, tầm vông, tầm tầm, tầm phào
尋	tầm				tầm thường, sưu tầm, cây tầm xuân, cây tầm gửi
潯	tầm				tầm tã
浸	tắm				tắm hoa sen
蠶	tằm				dâu tằm
寢	tẩm				lăng tẩm, tẩm thất
暫	tạm				tạm bợ, tạm biệt, tạm thời, ghi sổ tạm
散	tan				tan học, mây tan, tan tác, tan tành, sông tan băng rồi
拶	tán				tán đầu đinh
散	tán				phân tán, sơ tán
傘	tán				tán cây
𠾎	tán				bàn tán, tán gẫu, tán tỉnh
贊	tán				tán thành, tham tán
讚	tán				tán dương
殘	tàn				tàn bạo, tàn tích, tàn nhẫn, lụi tàn, hung tàn, tàn cục
傘	tàn				tàn lọng
辛	tân				tân khổ
新	tân				tân xuân, tân binh, cách tân, trai tân
賓	tân				tân khách
檳	tân				tân lang
㳯	tăn				lăn tăn
晉	tấn				tấn tuồng, một tấn bằng 1.000 công cân
晉	tấn				nhà Tấn, kẻ Tấn người Tần
訊	tấn				thông tấn, tra tấn
進	tấn				tấn công, tấn tới, tấn phong
秦	tần				tần ô
頻	tần				tần suất, tần phiền, tần số, tần ngần
燖	tần				gà tần
蘋	tần				tần tảo
晉	tắn				tươi tắn
秦	tằn				tằn tiện
散	tản				tản mạn, tản bộ, tản cư
傘	tản				núi Tản Viên
賓	tẩn				tẩn mẩn
盡	tận				vô tận, tận lực, tường tận, tận tâm, tận trung, tận tình
桑	tang				tang thương, thương hải tang điền
喪	tang				để tang, việc tang, đám tang
嗓	tang				cái tang thuốc này hút nặng lắm, hàm tang
𣉕	tang				tang tảng
贓	tang				tang vật, quả tang
𮍄	tang				màng tang, trống thủng còn tang
葬	táng				hoả táng, mai táng, an táng, cải táng
喪	táng				trác táng
藏	tàng				tàng tàng
藏	tàng				bảo tàng, tàng thư, tàng hình, tàng thân, tàng nặc, ngang tàng
增	tâng				tâng bốc, tâng công
僧	tăng				tăng nhân, tăng lữ, tăng ni, tăng già
增	tăng				tăng gia, tăng lên, xe tăng
層	tầng				tầng hầm
𡡑	tằng				tằng tịu
𣉕	tảng				giả tảng, tảng lờ, tảng sáng
磉	tảng				tảng đá
藏	tạng				tây tạng, đạo tạng
臟	tạng				tạng phủ
贈	tặng				tặng vật, quyên tặng, tặng phẩm
腥	tanh				tanh tao
性	tánh				
啨	tành				tan tành, tập tành
𩄳	tạnh				tạnh ráo
𠋺	tao				mày tao
遭	tao				tao ngộ
臊	tao				tanh tao
糟	tao				tao khang
騷	tao				tao loạn
灶	táo				ông táo, táo quân
棗	táo				táo tây
燥	táo				táo bón
躁	táo				táo bạo
鑿	táo				xuyên táo
豆	tào				tào-phớ, tào-phở
曹	tào				tào lao
早	tảo				tảo hôn
掃	tảo				tảo mộ
藻	tảo				tần tảo, tảo xoắn, tảo đỏ
造	tạo				chế tạo, nhân tạo, giả tạo
咂	táp				bão táp
漝	tấp				hấp tấp, tới tấp, tấp nập
𠍱	tắp				xa tắp, thẳng tắp, làm tắp, tắp vào nhà
雜	tạp				phức tạp, tạp chí, hỗn tạp, tạp kĩ
習	tập				học tập, bài tập, thực tập
集	tập				tập hợp, tập thể, tập thơ, tụ tập
緝	tập				tập nã
輯	tập				biên tập viên
襲	tập				tập kích
撒	tát				tát nước
薩	tát				bồ tát
必	tất				tất nhiên, tất yếu, bất tất, hà tất
㧙	tất				tất bật, tất tả
畢	tất				hoàn tất, tất lực
悉	tất				tất cả, tất tâm, tất tần tật
膝	tất				bít tất
韠	tất				đi tất
𤎕	tắt				tắt đèn, tắt lửa
𨄠	tắt				đường tắt, tóm tắt, viết tắt
𢹵	tạt				tạt vào, tạt sang bên trái, tạt về thăm nhà
疾	tật				bệnh tật
蒺	tật				tật lê
嫉	tật				tật đố
𠋺	tau				
豆	tàu				tàu-hủ
艚	tàu				tàu thuỷ, tàu bè, táo tàu, tàu lá, người Tàu
奏	tâu				muôn tâu, tâu bày, tâu lên
奏	tấu				bẩm tấu, biến tấu, tấu nhạc, tiết tấu
艚	tầu				
斗	tẩu				ống tẩu, dọc tẩu
走	tẩu				tẩu mã, bôn tẩu, hành tẩu, đào tẩu
𧷹	tậu				tậu nhà, tậu xe
𢬣	tay				cánh tay, bao tay, tay súng
泰	táy				
𭠣	táy				táy máy
齊	tày				tày trời, tày đình, người Tày
西	tây				phương tây, hành tây
恓	tây				niềm tây, riêng tây
𤶈	tấy				sưng tấy
獺	tấy				
抵	tẩy				tẩy chay
底	tẩy				lật tẩy, lộ tẩy
洗	tẩy				tẩy sạch, thuốc tẩy, tẩy não
呞	te				chạy te, te tua, le te, áo đã te ở vai
𪷉	té				té ngã, té nước vào mặt
𪷗	tè				đái tè
犀	tê				tê giác, con tê tê
犀	tê				tỉ tê
痺	tê				tê dại, tê thấp, tê tái
樨	tê				mộc tê
儕	tê				nơi tê, người tê, tê tề
祭	tế				tế thiên, tế lễ, tế văn, tế tổ
細	tế				tử tế, tế nhị, tế bào, tinh tế
際	tế				quốc tế, giao tế, thực tế
濟	tế				kinh tế, y tế, cứu tế
齊	tề				phá tề, tê tề
齊	tề				nhất tề, chỉnh tề
劑	tễ				thuốc tễ, uống một tễ thuốc
𢗽	tẻ				tẻ ngắt, buồn tẻ, tẻ nhạt
粃	tẻ				gạo tẻ, lẻ tẻ
宰	tể				tể tướng, đồ tể
敝	tệ				tệ tính, tệ xứ, tệ hiệu
弊	tệ				tệ hại, tồi tệ, tệ đoan, cái máy này quá tệ
幣	tệ				ngoại tệ, tiền tệ
唶	tếch				cây tếch, tếch đi mất
𣑷	tem				tòm tem, tem phiếu, tem bảo hành
浹	tem				tem tép
潛	tèm				tèm lem
𢬅	têm				têm trầu
鎆	ten				ten đồng, tòn ten
𠸜	tên				tên gọi, tên họ
箭	tên				tên lửa, mũi tên, cung tên
𢤣	tẽn				tẽn tò
星	teng				teng beng
惺	tênh				tênh hênh
井	tễnh				tập tễnh
𢜫	tểnh				tấp tểnh
悄	teo				vắng teo, teo nhỏ
𦅃	tèo				lèo tèo
小	tẻo				tẻo teo
俏	tẹo				tí tẹo, ăn tẹo, lẹo tẹo
浹	tép				một tép tỏi, tóp tép
𩹫	tép				tôm tép
捷	tẹp				tẹp nhẹp
𣜿	tệp				tệp tin
節	tết				tết nguyên đán
緤	tết				tết tóc
他	tha				tha hoá, tha phương cầu thực, thiết tha, thối tha, thướt tha
拖	tha				tha mồi, bê tha
赦	tha				tha thứ, tha lỗi, tha bổng
咃	thà				chẳng thà, thà rằng, thật thà
且	thả				cẩu thả
抯	thả				thả ra, thả tim
拓	thác				khai thác
𣴜	thác				thác nước, thác ghềnh, sống thác
託	thác				uỷ thác, thác bệnh để xin nghỉ
錯	thác				thác loạn
忑	thắc				thắc thỏm, thắc mắc
碩	thạc				thạc sĩ
𡂓	thách				nói thách, thách thức
石	thạch				sa thạch, hoá thạch, nham thạch, ngọc thạch, bàn thạch, thạch sùng
𦚈	thạch				thạch rau câu
台	thai				thiên thai, khoan thai
胎	thai				đầu thai, thai nhi, phôi thai, bào thai
太	thái				thái tử, thái tổ, thái quá
采	thái				phong thái
泰	thái				thái đẩu, bĩ thái, Thái Lan
採	thái				thái thịt, thái thành miếng
彩	thái				sắc thái
蔡	thái				Thái Văn Toản
態	thái				thái độ, sinh thái, hình thái
䓱	thài				thài lài
汰	thãi				thừa thãi
汰	thải				đào thải
貪	tham				tham lam, tham tài, tham vọng
參	tham				tham gia, tham khảo, tham chiến
探	thám				thám thính, trinh thám, thám hiểm, do thám, mật thám, thám tử
嗿	thàm				thàm làm
三	thâm				thâm
深	thâm				thâm thuý, thâm hậu, thâm nhập, thâm độc, thâm niên
探	thăm				thăm dò, đi thăm, thăm hỏi
瀋	thăm				thăm thẳm
籤	thăm				bốc thăm, bỏ thăm
沁	thấm				thấm thoắt, êm thấm
忱	thầm				nói thầm, thầm kín, thì thầm
𧺀	thắm				đỏ thắm, thắm thiết, thắm đượm
𰃀	thẫm				đỏ thẫm, xanh thẫm, áo thẫm những mồ hôi
毯	thảm				tấm thảm, trải thảm, thảm đỏ, thảm hoa
慘	thảm				bi thảm, thảm kịch, thảm bại, thảm hoạ, thê thảm
沁	thẩm				giấy thẩm
審	thẩm				thẩm tra, bình thẩm, sơ thẩm, thẩm vấn, thẩm từng câu thơ
瀋	thẳm				sâu thẳm, vực thẳm, thăm thẳm
甚	thậm				thậm tệ, thậm xưng, thậm chí, thậm vô lí
坍	than				một than
炭	than				than đá, lầm than
嘆	than				than thở, than ôi
嘆	thán				oán thán, thán từ
申	thân				Mậu Thân, thân chủ
身	thân				thân mình, độc thân, thân thể, bình thân
親	thân				thân thiết, thân mật, thân cận
紳	thân				hương thân, Đặng Thái Thân
臣	thần				sứ thần, công thần, thần dân, thần tử
辰	thần				tinh thần
神	thần				tinh thần, truyền thần, bần thần, thần tiên
吞	thắn				vằn thắn
𡁟	thắn				thẳng thắn
蜄	thằn				thằn lằn
矧	thẫn				thẫn thờ
坦	thản				thanh thản, bình thản
訠	thẩn				thơ thẩn
腎	thận				quả thận, thận tạng
慎	thận				cẩn thận, thận trọng
湯	thang				lang thang, thênh thang, tít cung thang
湯	thang				một thang thuốc
簜	thang				leo thang, cầu thang, thang lương
𣎃	tháng				ngày tháng năm, tháng giêng
升	thăng				thăng đường, thăng quan, thăng cấp, dấu thăng, máy bay trực thăng
昇	thăng				thăng bình, thăng hoa, thăng giáng, thăng thiên, thăng long
勝	thắng				thắng trận, thắng lợi, thắng bại, thắng cảnh
溗	thắng				thắng nước hàng
騬	thắng				thắng yên cho ngựa
𭡽	thắng				bóp thắng, thắng xe lại
僶	thằng				thằng bé, thằng cu
倘	thảng				thảng hoặc
倉	thảng				thảng thốt
儻	thảng				thích thảng
𣦎	thẳng				căng thẳng, thẳng thắn
乘	thặng				tiểu thặng, thượng thặng, thiên thặng chi quốc
剩	thặng				thặng dư
青	thanh				thanh thiên, thanh niên, thanh xuân, thanh thảo
𨓽	thanh				thanh thảnh
清	thanh				thanh vắng, thanh toán, thanh lương
錆	thanh				thanh gươm
聲	thanh				thanh danh, đài phát thanh, đoạn trường tân thanh
鐋	thanh				thanh la
飩	thánh				hoành thánh
聖	thánh				thần thánh, thánh nhân, á thánh
𬉊	thánh				thánh thót
成	thành				hình thành, thành nhân
城	thành				thành phố, thành trì
誠	thành				thành khẩn, lòng thành, trung thành
𨓽	thảnh				thảnh thơi
盛	thạnh				
絛	thao				nón quai thao
滔	thao				thao thao bất tuyệt
操	thao				thể thao, thao túng, thao tác, thao thức
韜	thao				thao lược
𢳥	tháo				tháo chạy, tháo lui, tháo vát, quát tháo
操	tháo				tiết tháo
㗖	thào				thì thào, quen thào, thều thào
草	thảo				thảo nguyên, thanh thảo, hương thảo, phương thảo, dự thảo
討	thảo				thảo luận, thảo phạt
傠	thảo				hiếu thảo, thảo hiền, thảo kính cha mẹ
繰	thạo				thành thạo, thông thạo, thạo nghề
塔	tháp				tháp ngà, Tháp Rùa
溚	tháp				tháp cành, thấm tháp, tháp tùng
隰	thấp				tường thấp, tay nghề thấp, thấp thỏm, thấp thoáng
濕	thấp				ẩm thấp, tê thấp, phong thấp, thấp độ
𤏧	thắp				thắp đèn, thắp hương, thắp sáng ước mơ
十	thập				thập toàn, thập phân, hồng thập tự, thập niên
什	thập				thập cẩm
拾	thập				thập thò
拾	thập				thu thập
獺	thát				thuỷ thát
闥	thát				Càn Thát Bà
韃	thát				Thát Đát
七	thất				thất bát, thất thập, thất tịch, thất ngôn
失	thất				thất bại, thất vọng, tổn thất, thất tình, thất thểu, thất sắc
室	thất				gia thất, tẩm thất, tâm thất, hoàng thất
紩	thắt				thắt nút, thắt chặt
實	thật				nói thật, thật đẹp, thật thà
艸	thau				thau tháu
鍮	thau				mâm thau
艸	tháu				viết tháu
收	thâu				thâu tiền
秋	thâu				ngàn thâu
𫫟	thâu				thâu đêm, thâu tóm
透	thấu				thấu kính, thẩm thấu, thấu hiểu
𠲠	thầu				chủ thầu, làm thầu
𠊝	thay				thay đổi, thay mùa
𠼷	thay				vui thay, đẹp thay
太	tháy				thua tháy
偨	thày				
㕧	thây				đây thây
屍	thây				phanh thây, thây ma, thây kệ
𧡊	thấy				tìm thấy, cảm thấy, trông thấy
偨	thầy				thầy giáo, thầy u
㑀	thảy				hết thảy, tất thảy
𢪯	thảy				thảy trái lựu đạn
𢪯	thẩy				
呭	the				the thé
絁	the				vải the, phòng the, hàn the, the vỏ bưởi
呭	thé				the thé
𪮛	thè				thè lè, thè lưỡi
妻	thê				hôn thê, phu thê, thê tử, thê thiếp, vị hôn thê
淒	thê				thê lương, thê thảm, lê thê
世	thế				thế giới, thế hệ, thế sự
替	thế				thay thế
勢	thế				thế nào, như thế
勢	thế				thế lực, thế đứng, ưu thế, đại thế, địa thế
誓	thề				lời thề, thề nguyền, ăn thề, chửi thề, thề thốt, tóc thề
𠱈	thẻ				thỏ thẻ
𥮋	thẻ				thẻ sinh viên
体	thể				có thể, không thể
彩	thể				tam thể, trương đăng kết thể
體	thể				thân thể, thể diện
誓	thệ				tuyên thệ
𩻔	thệ				cá thệ
逖	thếch				lếch thếch
饞	thèm				thèm thuồng, thòm thèm
添	thêm				thêm bớt, thêm thắt, thêm vào, thêm thiết bị
㙴	thềm				thềm lục địa
杄	then				then chốt
𢢆	thèn				thèn thẹn
膳	thễn				thỗn thễn
杄	thẻn				người Bà (Pà) Thẻn
𢢆	thẹn				hổ thẹn, thẹn thùng
膳	thện				thỗn thện
𢉑	thênh				thênh thang
蹺	theo				đi theo, theo đuổi
韶	thèo				thèo bẻo
𠻥	thẹo				thõng thẹo
𨨧	thép				sắt thép
𨥔	thếp				thếp vàng
𠯦	thét				gào thét, thét mắng, gầm thét
絩	thêu				thêu dệt, buồng thêu
𠻩	thều				thều thào
吵	thểu				thất thểu
施	thi				thi công, thi ân, thi hành
屍	thi				thi thể, thi hài
試	thi				cuộc thi, chạy thi, khoa thi
詩	thi				thi ca, thi nhân
施	thí				bố thí
試	thí				thí nghiệm, khảo thí
譬	thí				thí dụ
時	thì				thì ra, thế thì, vậy thì, tham thì thâm, thì thào, thầm thì
時	thì				thì giờ
蒔	thì				thì là
𠱈	thỉ				thủ thỉ
氏	thị				vô danh thị, Nguyễn Thị
示	thị				biểu thị, hiển thị, thị uy, yết thị
市	thị				thị xã, đô thị, thành thị
侍	thị				thị nữ
柿	thị				quả thị
是	thị				thị phi
視	thị				thị giác, miệt thị, thị sát, giám thị
嗜	thị				thị dục, thị hiếu
捿	thia				ném thia lia, cá thia lia
𤀏	thía				thấm thía
匙	thìa				thìa canh, thìa xúc cơm
